,CountryCode,target_group,subset,question_code,question_label,answer,percentage,notes
669,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,14,
670,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,31,
671,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,44,
672,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,32,
673,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,69,
674,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,3,‡
675,Portugal,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
676,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,15,
677,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,4,‡
678,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,11,
679,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,45,
680,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,58,
681,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,77,
682,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,11,
683,Romania,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
684,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,39,
685,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,24,
686,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,29,
687,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,38,
688,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,49,
689,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,81,
690,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,6,‡
691,Sweden,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
692,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,36,‡
693,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,8,‡
694,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,31,‡
695,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,37,‡
696,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,42,‡
697,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,73,‡
698,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,4,‡
699,Slovenia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
700,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,10,
701,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,9,‡
702,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,23,
703,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,65,
704,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,48,
705,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,76,
706,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,4,‡
707,Slovakia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
708,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,53,
709,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,17,
710,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,17,
711,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,53,
712,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,37,
713,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,79,
714,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,5,
715,United Kingdom,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
716,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,49,
717,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,13,
718,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,20,
719,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,50,
720,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,42,
721,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,77,
722,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,5,
723,EU-28,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
724,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,18,‡
725,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,7,‡
726,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,14,‡
727,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,30,‡
728,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,44,‡
729,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,82,‡
730,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,8,‡
731,North Macedonia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
732,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive changes in law and policy,18,
733,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Enforcement of existing law and policies,8,‡
734,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Positive stance and discourse by politicians and/or political parties,25,
735,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by public figures and community leaders,54,
736,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Support by civil society,46,
737,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Visibility and participation of LGBTI people in everyday life,74,
738,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Other,9,‡
739,Serbia,Lesbian women,All,DEXind_b3,"In your view, what are the main reasons for the decrease in prejudice, intolerance and/or violence?",Dont know,0,‡
740,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,7,‡
741,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,26,
742,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,72,
743,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,45,
744,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,35,
745,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,40,
746,Austria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,14,‡
747,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,7,
748,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,37,
749,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,55,
750,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,39,
751,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,31,
752,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,39,
753,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,20,
754,Belgium,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
755,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,15,
756,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,21,
757,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,77,
758,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,59,
759,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,44,
760,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,37,
761,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,3,‡
762,Bulgaria,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
763,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,:, [1] 
764,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,:, [1] 
765,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,:, [1] 
766,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,:, [1] 
767,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,:, [1] 
768,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,:, [1] 
769,Cyprus,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,:, [1] 
770,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,30,
771,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,22,
772,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,88,
773,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,22,‡
774,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,39,
775,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,43,
776,Czechia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,14,‡
777,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,6,
778,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,28,
779,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,70,
780,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,38,
781,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,50,
782,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,40,
783,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,14,
784,Germany,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
785,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,10,‡
786,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,47,
787,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,48,
788,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,34,
789,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,37,
790,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,28,
791,Denmark,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,17,‡
792,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,41,
793,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,45,
794,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,88,
795,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,37,
796,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,36,
797,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,25,
798,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,1,‡
799,Estonia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
800,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,12,
801,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,48,
802,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,54,
803,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,40,
804,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,58,
805,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,35,
806,Greece,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,14,
807,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,19,
808,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,27,
809,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,77,
810,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,39,
811,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,30,
812,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,39,
813,Spain,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,8,
814,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,22,
815,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,17,‡
816,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,71,
817,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,36,
818,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,36,
819,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,30,
820,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,31,
821,Finland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
822,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,9,
823,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,45,
824,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,54,
825,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,36,
826,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,48,
827,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,49,
828,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,15,
829,France,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Dont know,:, [1] 
830,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,27,‡
831,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,42,‡
832,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,57,‡
833,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,38,‡
834,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,47,‡
835,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,34,‡
836,Croatia,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,4,‡
837,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,54,
838,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,31,
839,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,84,
840,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,34,
841,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,26,
842,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,31,
843,Hungary,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,2,‡
844,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,10,‡
845,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,49,
846,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,25,
847,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,34,
848,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,32,
849,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,28,
850,Ireland,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,24,
851,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative changes in law and policy,47,
852,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of enforcement of existing law and policies,31,
853,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Negative stance and discourse by politicians and/or political parties,88,
854,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by public figures and community leaders,38,
855,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Lack of support by civil society,31,
856,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",No visibility and participation of LGBTI people in everyday life,19,
857,Italy,Lesbian women,All,DEXind_b4,"In your view, what are the main reasons for the increase in prejudice, intolerance and/or violence?",Other,5,
